PercentObese,SE,StartYear,EndYear,MinAge,MaxAge,All,F,M
12.7,-2.5,2003,2004,2,5,0,1,0
11,-1.2,2005,2006,2,5,0,1,0
10.9,-2.1,2007,2008,2,5,0,1,0
9.6,-1.7,2009,2010,2,5,0,1,0
7.2,-2.1,2011,2012,2,5,0,1,0
10,-1.3,2013,2014,2,5,0,1,0
3.6,-0.6,1971,1974,6,11,0,1,0
6.4,-1,1976,1980,6,11,0,1,0
11,-1.4,1988,1994,6,11,0,1,0
14.3,-2.1,1999,2000,6,11,0,1,0
14.8,-2.3,2001,2002,6,11,0,1,0
17.6,-1.3,2003,2004,6,11,0,1,0
14.1,-2.4,2005,2006,6,11,0,1,0
18,-2.1,2007,2008,6,11,0,1,0
15.7,-1,2009,2010,6,11,0,1,0
19.1,-1.7,2011,2012,6,11,0,1,0
15.9,-1.9,2013,2014,6,11,0,1,0
6.2,-0.8,1971,1974,12,19,0,1,0
5.3,-0.8,1976,1980,12,19,0,1,0
9.7,-1.1,1988,1994,12,19,0,1,0
14.8,-1,1999,2000,12,19,0,1,0
15.7,-1.9,2001,2002,12,19,0,1,0
16.4,-2.3,2003,2004,12,19,0,1,0
17.3,-2.1,2005,2006,12,19,0,1,0
16.8,-2,2007,2008,12,19,0,1,0
17.1,-1.3,2009,2010,12,19,0,1,0
20.7,-2,2011,2012,12,19,0,1,0
21.4,-3.2,2013,2014,12,19,0,1,0
15.79767637,-1.282747759,2017,1996,6,10,0,0,0
23.15526129,-1.238290335,2016,1972,5,19,0,0,0
18.43785255,-1.543360928,1992,1969,8,11,0,0,1
14.81371772,-1.973946841,1990,1996,1,9,0,0,0
25.11925381,-0.945371958,1986,1984,7,4,1,0,0
22.17929259,-1.702445829,2010,1986,7,9,0,0,0
15.91071749,-1.593773714,2013,1962,4,11,1,1,0
23.08240121,-1.607611433,2009,2000,6,21,1,0,0
17.45821321,-1.645910138,2002,1999,13,11,1,1,0
18.03088494,-2.882901807,1986,1994,5,6,0,0,0
22.62458694,-1.997882221,1997,2010,6,5,0,0,0
12.30057811,-2.086376021,2009,2001,7,11,0,0,0
20.08870866,-0.7897528,2016,1991,8,4,0,1,0
19.34908836,-1.058084202,2014,2005,3,4,0,1,0
23.02201046,-0.623399483,2017,1994,7,6,0,1,0
20.79373738,-1.01165869,2008,1973,4,8,0,0,1
8.754809792,-0.834625971,2020,1992,7,22,0,1,0
20.5197276,-0.611921713,2009,2007,8,5,0,1,0
12.34521955,-1.478487746,2013,1971,6,11,0,1,1
20.5897236,-0.640301151,2019,2011,12,5,0,0,0
15.92201733,-1.197741683,2010,1990,3,5,0,0,0
17.36573348,-0.794087899,2019,2016,1,11,0,0,0
16.66461561,-1.908623718,2006,2000,5,10,1,0,0
16.73420131,-0.648963244,1996,1988,14,9,1,0,0
17.53189013,-2.123536033,2006,2003,2,5,1,0,0
17.32546863,-1.621277623,2003,1996,11,6,0,0,0
12.42294301,-0.966717872,2018,2003,7,11,0,0,0
16.89864583,-0.922738849,2019,1993,4,10,0,0,0
17.5291073,-1.391376766,2012,1991,8,12,0,0,1
19.56621974,-1.757997044,2015,1999,7,5,1,0,0
6.517955402,-1.879212758,2016,1998,1,21,0,0,0
20.64708374,-0.834813459,2012,2001,6,5,0,0,0
16.51834624,-1.577230264,2003,1958,2,12,0,0,1
17.35344932,-0.62090631,2017,2001,7,4,0,1,0
19.27376616,-0.753835548,2018,1992,4,6,0,0,0
18.11168833,-1.142407867,2010,1989,7,8,0,0,0
12.73229935,-1.181920476,2018,2005,6,13,1,0,0
22.19445838,-1.12652471,2019,1989,12,5,1,0,0
20.92737544,-0.578624025,2016,2001,7,6,0,1,0
21.06979313,-2.392343524,2016,2002,4,7,1,1,0
18.48520285,-0.145736025,2011,1988,7,8,1,0,0
5.507372871,-2.270127486,2011,1989,12,13,0,1,1
16.07570846,-2.77789732,2004,1988,8,4,0,0,1
17.72562348,-2.662084645,2012,1956,3,7,0,0,0
17.36131225,-1.799590411,2005,1966,14,6,1,0,0
24.69402115,-1.211453015,2001,1991,6,6,0,0,0
20.62924956,-0.431026489,2012,1979,14,5,1,0,0
15.23543347,-1.149579805,2005,2015,1,21,1,1,0
10.29693305,-1.819390151,2018,1995,7,14,0,0,0
19.39729625,-0.618177203,2010,1996,13,8,1,0,1
8.812078943,-1.580473849,2013,2004,7,21,1,1,0
12.33736509,-1.895868156,1980,1993,8,10,0,1,0
21.7475709,-1.907732842,2015,1995,7,7,0,1,0
12.17168787,-1.642365181,2014,2001,13,10,0,0,1
11.22740723,-1.602200415,2018,2005,2,17,0,0,0
18.26371738,-1.683448758,1990,2005,4,19,0,0,1
12.61166434,-0.879156325,2012,2004,7,5,1,0,0
21.94349002,-1.691261733,1970,1995,14,11,1,0,0
10.96414995,-0.910377197,2016,2002,8,13,0,0,1
12.07978727,-1.976189476,2014,2020,5,23,0,0,0
21.55144074,-1.702562433,1993,1990,5,10,0,0,0
12.53895117,-1.467124255,2010,1997,3,5,0,0,0
15.59244514,-2.599490886,2007,1997,2,18,0,0,0
16.15712029,-0.954281296,2014,1993,6,11,1,0,0
14.11447839,-0.625163179,2018,2000,7,19,0,1,0
14.74989448,-2.163224149,2009,1999,6,2,0,1,0
15.72847124,-1.16860046,2011,2000,4,6,0,0,0
25.15335656,-0.799082905,2015,1994,6,9,0,1,0
19.74612396,-0.765736897,2016,2007,6,12,0,0,0
23.9610771,-1.913719359,2009,1993,6,12,0,0,0
12.47660382,-0.849091333,2013,1991,6,3,1,0,0
17.31711257,-2.157308207,2014,1987,12,4,0,0,1
23.08478021,-0.870639506,2019,1985,5,21,0,0,0
22.64474814,-0.510793366,2011,2012,13,4,0,0,0
8.970866702,-0.607938561,2015,2013,8,7,1,0,0
19.84897426,-1.72282099,2013,1993,12,4,0,0,0
25.00876613,-0.713761051,2013,2003,4,2,1,1,0
18.41707242,-0.457756532,2019,1999,6,5,0,0,1
13.44609396,-0.610438889,2012,2003,6,6,1,0,0
18.04564189,-2.370659425,2011,2006,6,12,0,1,0
16.41538335,-1.085200742,2001,2006,5,20,0,0,0
21.12305521,-1.269086404,2016,2008,12,6,0,0,0
11.14396759,-1.446374882,2019,2006,6,20,0,1,0
18.92687018,-1.766969561,2002,1991,7,13,0,0,0
17.66867435,-0.674842433,2015,2013,13,13,0,0,1
6.844687261,-1.958385641,2006,1957,14,7,0,0,0
17.55423938,-1.090384172,2019,2013,8,3,0,0,0
24.32732785,-1.867229489,2005,2003,5,18,1,0,0
19.38735228,-1.351300408,2016,2007,13,7,0,0,0
23.29858243,-0.951639207,2007,2009,5,8,0,0,0
19.01781977,-0.106330463,2008,2005,14,4,0,0,0
8.468489728,-0.719025118,2019,1999,11,19,0,0,1
20.03833819,-1.160837186,2014,2008,5,4,0,1,0
16.8895046,-1.078930642,2008,1993,13,11,0,0,0
14.12199702,-1.836889163,2013,1987,6,15,0,0,1
18.87685956,-1.726104799,2019,1996,10,7,0,0,1
22.46935243,-1.071685959,2018,2007,12,21,0,1,0
17.14280587,-1.028911442,2014,1986,5,19,0,0,1
15.25792417,-0.278355907,2004,1992,7,9,0,0,0
23.56535207,-1.229434235,2013,1992,12,1,0,1,0
19.51555252,-0.666955722,2020,1975,7,4,0,0,1
22.46982001,-2.591926485,2002,1970,5,7,0,1,0
22.79941221,-0.532346266,2010,2006,14,9,0,0,0
11.41753994,-1.309148758,2018,2006,2,11,0,0,0
24.89502657,-2.223966174,2012,2003,13,10,0,0,1
18.25983718,-1.512449297,2015,1987,6,4,1,1,0
22.05270369,-1.388105291,1984,1997,15,6,1,0,1
18.82508873,-0.693126561,2002,2004,12,5,0,0,0
19.17755903,-2.072393118,2005,2000,7,20,0,0,0
13.65405476,-2.203748774,2013,1962,6,12,0,0,1
13.88718304,-0.503869444,2014,2001,7,18,0,1,0
18.79949388,-1.365643532,2012,1995,14,20,0,0,0
15.4263544,-0.672726304,2019,2004,6,11,0,0,0
5.25277927,-2.677364232,2019,1999,6,4,0,0,0
21.23837095,-0.553751087,2021,2000,6,4,0,0,0
2.581209669,-1.613665651,2008,2002,6,2,0,1,0
22.4955665,-2.23484262,2001,2000,12,6,0,0,0
17.18653537,-1.256198059,2016,2000,5,18,0,0,1
20.59134064,-1.123253984,2015,2004,5,13,1,0,0
18.80862766,-1.518124335,2009,1991,7,9,0,1,1
20.09222101,-1.037361849,2006,1995,1,20,0,0,0
24.03780229,-0.498505305,2023,1983,12,7,0,0,0
12.51550996,-1.101139176,2011,1996,7,18,1,1,1
20.89182495,-0.847374911,2014,1989,2,3,0,1,0
6.252767305,-1.555321281,2000,1994,14,6,0,0,0
18.45029707,-0.753475961,2017,2004,7,21,0,0,1
14.30196758,-0.735081617,2012,1986,7,8,1,0,0
15.33702429,-1.43730487,2013,1991,5,1,0,0,0
16.96152257,-2.782409235,1989,2008,8,3,1,0,0
21.87364664,-1.391441976,1971,1987,11,6,0,0,0
17.20040815,-2.246250262,2014,1966,5,23,0,0,0
12.35634759,-1.294893557,1974,2000,6,21,1,0,1
6.006295033,-1.23322353,2005,1990,6,11,0,1,0
21.57157864,-1.230162827,2013,1990,6,12,1,0,1
11.06017375,-0.719900861,2006,1994,14,20,0,0,0
20.8675693,-1.744621265,2007,2003,2,12,0,0,0
11.24755313,-0.795654444,2008,2007,6,5,0,0,1
12.70103291,-0.873435371,2011,1977,6,9,0,0,0
23.44129868,-1.376512496,2004,2004,6,16,0,0,0
14.22436482,-1.5296481,2003,1992,12,11,0,1,0
18.708082,-1.952388573,2013,1969,6,1,0,0,0
17.58799438,-1.861002874,2008,1971,6,5,0,0,0
11.78830606,-1.514881563,2004,2012,5,3,1,0,0
20.8910641,-1.701376313,2010,1965,7,11,0,0,1
21.73219801,-0.868104213,2010,2003,6,8,0,0,1
17.83580191,-0.991009048,2018,1994,1,20,0,0,1
19.23472598,-1.717977291,1997,1996,7,22,0,0,0
10.06909761,-1.315313809,2005,1992,3,11,0,0,0
22.99746209,-1.354437988,2007,1999,7,14,0,0,1
22.12385722,-1.880847296,2008,2003,7,4,0,0,0
22.47685138,-1.63316678,2010,2013,1,12,0,1,1
11.14619882,-0.799824806,1999,1996,13,4,0,1,1
13.29952827,-0.727810556,2016,1997,6,3,0,0,0
19.86251856,-1.836703833,2009,1995,6,7,1,0,0
14.60838619,-2.848819671,2004,1992,2,11,0,0,0
19.05158378,-1.280873763,2013,2024,2,6,1,0,1
17.53190558,-0.867408386,2003,2014,2,11,1,0,0
21.76615008,-1.013052713,2015,1987,6,4,0,1,0
23.04244464,-0.749848448,2009,2002,2,10,0,0,1
17.95371445,-1.481414408,2014,1993,1,6,1,1,0
22.18266011,-0.893799336,2012,1989,0,19,1,0,0
19.07503355,-1.596374404,2018,2005,3,20,0,1,0
15.7684127,-2.066150523,2013,2001,7,4,0,0,0
12.65148524,-0.682250543,2020,1993,4,8,1,0,0
16.42357865,-1.632481723,2011,1990,3,2,1,1,0
3.277191172,-1.935330247,2018,1997,14,21,0,0,0
12.3240152,-1.024867278,2020,2008,2,4,1,0,0
18.23252063,-2.217452222,2004,2005,6,13,0,0,0
11.92463272,-0.476111429,2019,1996,4,5,0,0,0
14.20205312,-1.830903182,2008,1968,12,10,0,0,0
16.22393508,-0.789690048,2009,1993,8,7,0,0,1
12.03806445,-0.852416527,2016,1990,13,10,0,1,0
18.76608499,-2.255127074,2018,1988,7,8,0,1,0
20.88179161,-1.195030964,2013,1998,13,1,0,0,1
10.47569298,-2.042975433,2004,2009,13,10,0,1,1
12.01294448,-0.473014741,2018,1990,5,4,0,0,1
8.330081503,-1.580555977,2007,2011,2,7,0,0,0
21.50243134,0.470234968,2011,1993,13,15,0,0,0
3.627648532,-1.089101185,1998,1995,8,9,0,0,0
21.17707453,-0.926918817,1988,1999,7,22,0,1,0
22.30571553,-0.268878387,2011,1997,6,5,0,1,0
18.31585042,-1.548379239,2018,1988,11,15,1,0,0
21.38721901,-1.982910766,2017,1989,8,11,0,0,1
18.71624102,-0.857453331,2013,1958,10,10,0,0,0
4.872775462,-0.872047104,2020,1993,5,17,0,0,0
20.80407095,-1.541266179,2012,1998,6,18,0,0,0
12.20408267,-2.01894153,2019,1984,7,4,1,0,1
21.49780149,-1.908346317,1982,2007,14,11,0,1,1
23.33470947,-1.05448427,2013,1999,7,3,0,0,0
8.281902719,-0.41565039,2014,1987,7,6,0,0,1
14.48436614,-1.844492729,2015,2007,7,5,1,1,0
16.14165281,-1.819391278,1982,1990,6,18,0,0,0
19.57151896,-1.192550725,2018,1992,5,10,0,0,0
21.82463524,-1.294539875,2011,2002,14,8,1,0,0
13.69430084,-2.003094105,2002,1996,12,5,0,0,0
19.26697636,-1.395582994,2005,2000,4,6,0,1,0
16.22845215,-0.790024332,2022,2008,7,17,0,0,0
20.74499118,-0.872818494,2006,1988,1,5,0,0,0
22.05711282,-0.634074525,2003,1991,4,13,0,1,1
17.73415313,-1.015006458,2013,2000,5,8,0,0,1
12.31285851,-1.221769508,2008,2002,13,11,1,0,0
18.98574924,-0.616760856,2020,1962,8,19,0,0,1
17.2753183,-0.278063556,2016,1971,3,8,0,0,1
20.86914548,-2.079739866,1997,2005,2,7,0,1,0
17.07029619,-1.519756545,2009,2012,5,5,1,0,0
24.16148207,-1.288887955,2009,2010,9,20,0,1,0
19.03531994,-1.474240227,2024,2006,13,16,0,0,0
16.39720537,-2.274885063,2012,2014,12,19,1,0,1
17.18479978,-0.615027193,2012,1987,1,6,0,0,0
18.01201145,-1.521401957,2010,2004,7,5,1,0,0
19.00935496,-0.732537855,2016,1995,7,12,1,0,1
8.669446362,-0.630511028,2019,1999,7,2,1,0,0
12.89362099,-1.514631439,2021,1995,14,13,1,0,1
18.6859667,-0.904749624,2006,2006,7,4,1,0,0
23.15662453,-0.637714011,2011,1999,6,3,0,0,0
15.92816989,-1.32597212,2017,1996,11,7,1,0,0
19.2324287,-0.672894247,2013,1998,6,7,1,0,0
14.8499586,-1.62217178,2009,1970,12,5,0,1,0
11.86514736,-2.581381437,2015,2008,-1,5,0,0,0
19.75285121,-1.441309454,2002,2000,12,21,0,0,0
23.9128966,-2.074104649,2012,1993,7,15,1,0,0
15.68507276,-0.894109032,2007,1997,7,7,0,1,0
7.865412082,-2.798506036,2009,1994,6,3,1,1,1
21.44607139,-0.759658749,2013,2003,2,13,1,0,0
23.50091662,-0.931160912,2014,1984,7,13,0,0,1
12.16793037,-1.877491311,2003,1997,7,4,1,1,0
16.07549205,-1.262095962,2014,1996,4,5,0,0,1
20.86792595,-0.940290789,2000,1967,13,21,1,1,0
17.22716423,-0.811488096,2010,1996,7,5,1,0,0
25.07263893,-0.889486794,2016,1983,14,6,1,0,1
7.811445428,-1.017854226,2014,2011,6,6,0,0,0
12.66696966,-1.519539739,2015,2015,7,4,0,0,1
22.21012066,-1.06855591,2004,1993,6,18,0,0,1
22.376861,-1.377599582,2014,2007,1,3,0,1,0
23.16011714,-1.860065801,2011,1989,7,12,0,0,0
14.00326963,-2.503838419,2016,2005,6,10,0,0,0
12.43043054,-0.353249461,2012,2003,3,19,0,0,1
6.967800085,-0.777387629,2013,1973,4,11,0,0,0
17.41371791,-1.388121433,2013,1996,6,3,0,1,0
7.715743305,-1.158828956,2016,1969,1,11,1,1,1
14.58341017,-0.647614332,2011,1976,7,13,1,0,1
19.96876057,-1.63080237,2015,1998,8,7,0,1,0
15.62323852,-2.587854794,2021,1963,6,6,0,0,0
7.438880705,-1.915355137,2019,2003,6,5,0,1,1
16.36243956,-1.764115171,1991,1991,6,17,1,0,0
21.90459619,-1.883286861,2012,1996,7,5,0,0,1
15.65749143,-1.428690583,2009,1999,7,12,0,0,1
25.99874808,-1.054882213,2010,1999,6,12,0,1,0
19.42870642,-1.530941429,2019,1994,11,17,0,0,0
20.24615538,-1.788693728,1983,2000,6,8,0,0,1
17.75402036,-2.341032706,2012,2002,7,9,0,0,0
23.68257813,-1.714850575,2013,1991,7,7,0,0,0
13.92281276,-2.135030721,2012,1968,5,4,0,0,0
9.97865516,-1.710761686,2008,2003,8,9,0,0,0
16.68993214,-1.719831777,2016,1981,7,5,0,0,0
11.29668983,-1.967227088,2019,1988,7,11,1,1,0
24.92895585,-1.775179671,2005,1999,14,3,1,0,0
21.4783372,-1.138386901,2018,2000,6,10,0,0,1
23.05136634,-1.707764482,2017,1991,12,3,0,0,0
4.890471997,-0.910575073,2011,1991,12,10,0,1,1
16.0369924,-0.695727277,2020,2009,8,12,0,0,0
23.08520998,-2.117517706,2017,1994,4,6,1,1,0
8.565173173,-0.987730571,2011,2016,13,18,0,0,0
21.17598038,-1.003017534,2011,1999,7,20,1,0,0
17.86939211,-0.699529575,2020,1999,6,11,0,0,0
8.526332782,-1.884385041,2008,2004,12,7,0,0,0
21.6758008,-2.333820922,2010,2001,6,8,0,0,0
21.02213719,-1.058124523,2016,1997,7,11,0,0,0
20.62078823,-1.334176918,2005,2005,7,16,0,0,0
16.87975256,-0.766870702,2012,2008,5,6,0,0,0
17.98274142,-0.81439964,2015,2012,6,8,0,0,0
14.85306391,-1.661748717,2009,2005,3,7,1,0,0
17.6378452,-0.56101925,1999,1993,2,20,0,0,0
22.9887956,-1.340940247,2011,2006,15,10,0,0,0
17.53064577,-1.626893838,2009,2010,7,15,0,1,1
15.05708465,-1.82738505,2017,1998,7,11,0,1,0
13.69955013,-0.728172313,2013,2000,3,8,0,0,0
21.80483987,-2.209018198,2009,2013,6,10,0,1,1
14.93589117,-1.454061098,2005,2008,3,6,0,0,0
10.91620421,-2.0781455,2015,1974,6,6,0,0,0
16.64431467,-1.11365192,2020,2019,5,19,1,0,1
9.206780249,-0.331722135,2017,1995,5,3,0,1,0
20.44706517,-2.360363726,2016,1992,4,5,0,0,1
20.49345489,-0.936415722,2008,1998,5,9,0,0,0
15.33238914,-0.860393202,2019,1993,2,8,0,1,0
20.52732134,-1.137012566,1996,1992,3,17,0,0,0
23.04330973,-1.942929331,1988,2000,6,17,0,0,0
17.10267652,-0.994993401,2017,1994,4,5,0,0,0
19.58699307,-1.889807368,2007,1992,7,13,0,1,0
21.94218209,-1.432075722,2008,2002,7,6,0,0,1
17.78594936,-1.601881365,2001,2008,7,22,0,0,0
19.43797419,-2.00127507,2016,1993,7,20,0,0,1
23.63993622,-0.866176552,2009,1973,6,10,1,0,0
16.17633367,-1.199456165,2009,2002,13,11,0,0,0
14.46914333,-2.863797313,1972,2005,6,11,0,0,0
12.13076724,-2.583092033,1991,2001,4,4,0,1,0
8.36864945,-1.196905868,2015,1999,6,18,0,0,0
13.66027619,-1.23305993,2005,1988,12,19,0,0,0
9.05173514,-1.705642566,2020,1992,7,18,0,0,0
14.67487807,-1.141777305,2015,2001,12,5,0,0,0
6.526840026,-1.652450149,2021,1992,0,12,0,0,0
22.09300357,-1.584707097,1987,1990,7,20,0,1,0
19.76726728,-1.879869959,1977,2005,7,9,0,0,1
14.24239553,-1.083317251,2000,1989,14,3,1,1,0
22.95379052,-1.773824184,2014,1966,7,12,1,0,1
15.19852918,-1.187152645,2010,1990,7,9,0,0,0
21.24316287,-1.25602445,2013,1994,6,6,0,1,0
23.30320033,-1.339488943,2017,2004,6,4,1,0,0
19.82409453,-1.623926927,1992,2021,11,21,0,0,0
17.03079646,-2.524050474,2006,2014,6,18,0,0,0
15.72292584,-2.451842999,2001,1999,4,8,0,0,0
18.35642685,-1.425199771,2000,1995,13,21,0,0,0
16.8739119,-3.138363038,2013,1993,13,4,0,0,0
12.53815882,-0.352593596,2014,2004,7,5,0,0,1
18.77035916,-1.079399221,2011,1960,1,4,0,0,0
20.82673457,-1.164775018,2006,2001,11,3,0,0,0
19.98429108,-1.347943304,2013,1960,13,12,0,1,0
13.89013358,-0.78814392,2022,1996,6,5,0,0,1
17.33025947,-1.521749843,2002,1998,7,6,0,0,0
25.07412282,-1.52065145,1994,1995,7,4,0,0,0
15.77053786,-1.369455344,2006,1996,8,2,0,0,0
18.16425996,-1.606003916,2017,1990,3,5,0,0,0
22.93937918,-2.485089587,2005,1992,7,20,1,0,0
9.240511236,-2.004750274,2015,2008,6,19,0,0,1
15.31552158,-0.887167871,2008,2009,7,22,0,0,0
19.55604185,-2.258977639,2011,1964,7,5,0,0,0
18.98728886,-1.234428225,2016,2017,7,12,0,0,0
17.7124956,-1.267719446,2013,2003,2,8,0,0,1
16.62266249,-0.93878582,2014,1987,8,7,0,0,1
23.5757126,-2.358649015,1977,1993,5,10,0,0,1
11.25292637,-1.204321889,2014,1994,7,9,0,0,0
21.95487854,-1.392880132,2011,1995,3,21,0,0,0
12.00280444,-0.748956591,2001,2002,8,9,1,1,0
19.27592028,-0.49394646,2003,2010,15,2,0,0,0
6.424772828,-0.517730701,2015,1999,13,5,1,0,1
15.75036999,-1.139273387,2016,1991,2,4,0,0,0
20.65510753,-0.943330447,2020,2001,7,2,1,0,0
15.67918154,-1.391781391,2002,1993,6,4,0,0,1
21.29358772,-1.682050584,2010,1987,12,13,0,0,1
10.38912163,-2.229132732,2009,1998,7,11,0,1,0
20.43495861,-2.05749449,2009,2001,8,10,0,0,0
21.05852609,-1.370435637,2006,1984,10,6,0,0,1
15.43679992,-0.156554093,2022,2014,11,6,0,0,0
8.760661492,-1.39659549,2001,2011,6,5,0,1,0
18.01307085,-2.258644825,2013,1991,12,2,0,0,0
14.51575139,-0.697008714,2020,2003,7,6,0,0,0
14.27842592,-1.432565334,2017,2001,4,1,0,0,1
23.90854445,-2.44994217,2004,1964,5,12,0,0,1
19.06081805,-0.87695903,2005,2007,8,21,1,1,1
22.39023823,-2.342448732,2002,1993,6,6,1,0,0
16.39632467,-1.293891513,2013,1991,6,3,1,1,0
9.096449953,-1.818732953,2012,2017,7,6,0,0,0
11.93080542,-1.07649752,2018,2003,6,7,0,1,0
13.5679761,-1.764516155,2016,1986,13,19,0,0,0
25.09914599,-0.757019021,2016,1955,7,3,1,1,0
17.57471277,-0.616693951,1994,1988,8,9,0,0,0
4.598854164,-0.802622337,2014,2005,6,16,0,0,0
22.97524546,-1.991760305,2008,1974,8,17,0,1,1
13.34818712,-1.851497856,2003,1994,8,20,0,0,1
19.26027134,-1.847158531,2015,1998,2,7,0,0,1
9.412087698,-0.674028894,2011,2017,5,6,0,1,0
8.164248426,-2.02266011,2017,1993,5,19,0,0,1
18.71922409,-1.275579859,2020,2011,7,5,0,0,0
16.76168952,-1.432466155,2017,1998,7,8,0,1,0
21.73634139,-1.19497778,2005,1989,4,6,0,0,1
19.95005212,-2.073302402,2015,1964,5,7,0,1,0
19.84308429,-0.554007545,2016,1992,11,20,1,0,0
22.4294965,-1.713743469,2001,1998,3,1,0,0,0
8.649919552,-0.933947853,2010,2008,6,18,0,0,1
14.18082868,-0.807549026,2009,2002,14,4,0,0,0
11.4647267,-1.049217892,2014,1962,7,20,1,0,0
23.87768135,-1.827572159,2008,2004,6,6,0,1,0
17.54090448,-0.9172075,1990,2002,10,11,0,0,1
17.4317009,-1.31563227,2012,1995,3,4,1,0,0
6.647441265,-0.964403221,1992,1996,5,11,0,0,0
20.16376205,-0.84418976,2016,1972,4,12,0,0,1
16.97684411,-0.516022975,2012,2003,12,5,0,1,0
8.259020652,-1.960051304,2016,1973,6,10,0,0,1
16.62912302,-1.553586526,2021,1993,15,4,1,0,0
19.65415875,-1.15993502,2013,2001,5,12,0,0,0
19.13330869,-1.680137087,2005,1965,4,13,0,0,0
13.81981318,-1.371399842,2012,1978,7,4,0,0,0
16.02261581,-1.861469101,2006,2001,2,23,1,1,0
12.84982618,-0.490523665,2020,2007,3,17,0,0,1
21.83071312,-0.688341272,2019,2001,6,9,0,0,0
12.29921494,-0.578705378,2000,1999,6,23,0,0,0
15.16457078,-2.18811951,2008,1967,6,11,0,1,1
14.10060414,-1.069652302,2014,2003,6,2,0,1,0
21.13714798,-1.392503689,1990,2003,6,13,0,0,1
21.53339618,-1.085450902,2007,2003,7,6,0,0,0
20.57056676,-1.338830585,2005,2005,8,7,1,1,0
22.25155278,-0.695298065,2017,2004,7,4,0,0,0
20.33501688,-1.567108694,2004,1969,9,7,1,0,0
17.36793083,-1.091359013,2021,1999,12,13,0,0,0
20.84350129,-0.888341551,2009,1996,6,4,0,1,0
14.64745004,-1.590978668,2013,1997,7,12,0,0,0
